340, 672, -1, 
406, 738, -1, 
336, 668, -1, 
348, 680, -1, 
339, 671, -1, 
414, 746, -1, 
396, 728, -1, 
341, 673, -1, 
403, 735, -1, 
380, 712, -1, 
328, 660, -1, 
338, 670, -1, 
400, 732, -1, 
341, 673, -1, 
327, 659, -1, 
341, 673, -1, 
325, 657, -1, 
345, 677, -1, 
400, 732, -1, 
392, 724, -1, 
332, 664, -1, 
336, 668, -1, 
405, 737, -1, 
381, 713, -1, 
331, 663, -1, 
404, 736, -1, 
407, 739, -1, 
341, 673, -1, 
310, 642, -1, 
409, 741, -1, 
355, 687, -1, 
373, 705, -1, 
398, 730, -1, 
393, 725, -1, 
309, 641, -1, 
340, 672, -1, 
389, 721, -1, 
332, 664, -1, 
337, 669, -1, 
405, 737, -1, 
363, 695, -1, 
340, 672, -1, 
392, 724, -1, 
366, 698, -1, 
369, 701, -1, 
333, 665, -1, 
381, 713, -1, 
333, 665, -1, 
327, 659, -1, 
351, 683, -1, 
329, 661, -1, 
316, 648, -1, 
373, 705, -1, 
370, 702, -1, 
339, 671, -1, 
403, 735, -1, 
405, 737, -1, 
372, 704, -1, 
409, 741, -1, 
418, 750, -1, 
413, 745, -1, 
378, 710, -1, 
345, 677, -1, 
379, 711, -1, 
306, 638, -1, 
385, 717, -1, 
398, 730, -1, 
382, 714, -1, 
372, 704, -1, 
346, 678, -1, 
400, 732, -1, 
371, 703, -1, 
395, 727, -1, 
324, 656, -1, 
382, 714, -1, 
324, 656, -1, 
321, 653, -1, 
327, 659, -1, 
314, 646, -1, 
387, 719, -1, 
357, 689, -1, 
345, 677, -1, 
336, 668, -1, 
339, 671, -1, 
378, 710, -1, 
335, 667, -1, 
388, 720, -1, 
264, 596, -1, 
326, 658, -1, 
351, 683, -1, 
413, 745, -1, 
336, 668, -1, 
338, 670, -1, 
401, 733, -1, 
347, 679, -1, 
393, 725, -1, 
325, 657, -1, 
397, 729, -1, 
360, 692, -1, 
333, 665, -1, 
328, 660, -1, 
378, 710, -1, 
342, 674, -1, 
409, 741, -1, 
313, 645, -1, 
384, 716, -1, 
359, 691, -1, 
348, 680, -1, 
370, 702, -1, 
327, 659, -1, 
383, 715, -1, 
386, 718, -1, 
391, 723, -1, 
384, 716, -1, 
369, 701, -1, 
364, 696, -1, 
340, 672, -1, 
375, 707, -1, 
332, 664, -1, 
398, 730, -1, 
315, 647, -1, 
348, 680, -1, 
